타라,56,180
아다,68,199
나라,52,163
차자,95,177
라라,95,165
가자,50,176
나마,87,183
마사,74,198
카사,62,193
나나,40,159
타카,85,172
사라,49,177
차다,62,156
차마,56,176
바나,90,162
타하,72,157
자마,53,148
나파,75,181
바라,76,147
하바,61,140
사차,59,164
바바,83,142
다마,74,176
하자,50,173
사다,45,141
바나,67,163
파가,41,177
자자,64,160
마카,50,158
차차,80,152
라가,77,154
바바,75,151
카카,73,178
파자,72,177
나아,59,196
라가,69,197
차타,79,164
차라,77,188
자하,46,167
아카,46,174
나카,82,164
차타,64,197
라마,67,142
파바,75,195
라나,79,193
마라,52,153
가사,77,182
라하,73,172
가가,43,148
파다,61,190
차자,51,161
카다,95,167
가타,61,163
아라,53,193
나다,58,186
라자,94,194
하하,84,189
차라,40,192
사하,96,199
하타,50,195
하바,46,183
마바,89,189
라카,44,146
다아,48,199
하카,48,142
다카,91,198
파아,98,162
파마,71,177
차마,73,186
파가,68,165
라차,96,151
다파,87,199
하카,84,142
자차,59,148
가하,47,172
가사,58,149
카라,53,182
바사,75,187
다가,93,152
타사,59,153
다아,97,157
아하,62,167
라마,99,147
가아,67,170
라사,65,172
다나,74,156
자가,97,180
타자,91,148
아나,75,182
자다,64,147
타자,66,164
타나,56,178
차파,83,153
하아,97,188
나카,43,150
사다,48,157
나가,79,179
다타,63,143
마사,85,146
마카,47,181
다나,84,157
카자,97,169
카아,57,193
가카,51,143
라타,49,149
마타,75,146
가마,46,157
나카,77,145
타가,86,159
아다,92,172
라다,49,145
아하,82,182
자가,68,154
차라,83,155
카나,48,156
사파,81,153
다다,58,194
사카,90,183
나바,85,175
하카,65,189
가나,53,171
하바,73,143
라가,64,192
자카,89,187
사타,79,164
하라,86,189
카타,90,190
라가,47,198
마다,51,182
타자,86,153
사아,71,193
파사,64,149
타마,53,150
바자,82,160
가차,50,189
타바,54,148
파나,59,142
아다,73,162
파라,44,144
파가,40,198
차다,42,187
파다,80,146
라마,55,179
다카,97,148
다마,61,175
가하,41,190
차타,68,163
바가,61,164
나자,61,172
다아,99,182
카차,88,160
다타,61,144
다가,82,148
마라,41,181
타차,58,144
파카,70,140
아차,56,196
차마,91,185
자사,58,188
타하,48,186
가가,69,168
하라,99,181
아아,60,198
나차,47,156
나하,42,153
아자,69,151
마다,43,176
아카,71,141
라차,74,181
파자,58,188
아타,48,185
파카,64,175
아나,62,184
마자,58,167
바카,87,141
타사,41,146
차자,75,142
사하,51,151
사타,96,140
마하,80,147
나아,59,194
하자,96,143
마라,42,180
가가,76,165
바하,40,187
자나,82,185
다카,56,173
타카,73,184
타라,69,150
가파,65,171
자바,97,165
나사,53,197
마사,60,165
카자,65,147
파마,57,142
마나,84,192
카파,43,147
파차,60,153
나하,40,145
아하,98,168
아다,67,186
사라,53,177
타아,55,190
자라,49,183
카아,60,170
마마,59,157
차바,55,170
아바,63,143
차하,56,181
나사,80,155
바마,65,194
나차,76,141
나하,49,159
파라,82,176
파파,93,160
타파,52,168
라파,94,145
가바,96,169
다마,79,142
나마,41,171
차타,49,170
하가,80,140
차바,83,155
파자,66,162
아사,70,163
카바,76,154
가나,63,188
파카,44,169
하마,96,142
자카,93,141
마사,55,177
차차,82,171
마파,76,142
하하,41,189
카하,40,170
바사,86,172
바다,80,176
차하,42,155
다마,97,141
마나,42,166
카라,61,166
사나,99,161
라바,42,192
하자,65,167
라사,54,199
바차,42,198
마자,42,193
타하,83,171
타차,44,174
가차,78,142
다라,63,159
자마,82,195
하하,73,184
자카,50,165
자사,83,184
가바,68,143
파마,50,157
다자,89,192
바아,82,143
마차,71,156
아자,40,155
아바,71,142
아나,66,162
아나,98,148
파파,64,146
마차,66,172
나가,74,161
아사,52,182
나카,52,169
나카,45,141
가나,72,143
타아,87,154
나가,69,191
가라,96,144
차카,99,164
아다,40,196
사자,89,159
사카,89,140
나가,46,142
자가,95,172
가바,65,168
바나,66,182
라나,75,152
가하,71,162
파라,88,163
나라,89,151
카다,86,185
다라,96,156
마카,89,174
파다,98,177
가바,82,163
타다,77,196
파하,68,199
다바,53,168
다바,80,171
가라,66,175
타나,46,154
타하,67,144
카라,40,170
카자,57,159
하가,67,195
자카,45,193
가파,69,187
가사,73,142
바파,70,167
라하,92,199
카하,75,148
자아,97,192
카카,89,187
마자,60,187
가사,76,143
라바,63,163
차마,51,192
다아,47,176
카가,71,142
차바,46,148
하마,49,174
카차,90,155
아차,43,140
사타,50,157
파라,71,154
파사,90,144
하아,46,152
카아,46,151
카하,86,145
바파,44,152
파타,65,157
파아,44,189
아사,77,154
사차,65,163
마차,87,167
아다,87,156
차카,97,171
자바,60,190
가사,71,163
바바,52,174
하하,49,179
나바,91,170
사사,99,165
마아,85,168
가라,66,164
가하,62,154
차아,56,156
바마,51,146
가다,63,173
사파,64,141
다차,73,198
라차,87,158
파하,95,185
라나,95,154
나자,64,183
타타,67,154
나사,62,181
마라,83,168
타바,46,157
자나,68,158
하마,89,147
파라,45,197
바차,41,187
라사,77,169
나하,74,166
아아,52,194
다타,53,145
라사,42,156
하타,41,195
파하,58,164
하사,53,168
카자,49,151
라타,76,169
다차,80,154
타타,90,197
차라,95,168
마타,88,141
바다,98,152
라바,87,142
라가,96,178
하사,87,196
파하,73,197
다나,80,189
타차,60,155
아바,83,198
타라,60,192
사다,51,188
나카,60,144
사자,72,198
사사,51,198
라나,77,143
자카,85,159
아차,66,194
바사,73,188
파라,72,189
하카,60,186
차카,50,152
타바,87,196
사바,97,189
차타,51,180
라카,94,168
아다,48,157
바바,49,163
자사,63,190
바가,64,156
아카,97,193
카가,97,194
바아,40,199
사차,44,154
마바,72,141
바가,77,152
마하,46,145
하가,93,186
사다,45,150
사바,62,143
아하,80,176
아카,44,187
다바,55,186
마자,97,149
자파,63,160
나가,54,188
라카,87,143
다타,51,154
라타,89,169
아아,77,184
자하,47,193
파하,56,199
아파,41,142
바마,99,183
나다,93,195
바파,56,155
다사,82,187
타카,93,183
나하,99,189
가파,66,162
타차,60,189
마바,88,186
다나,56,183
하아,41,195
아자,81,162
다사,90,177
하마,85,170
아타,56,177
카다,77,193
다다,97,182
자라,95,197
아하,93,171
아자,76,174
자하,44,167
아라,61,178
사라,77,157
카다,49,174
타마,75,168
가가,78,157
하라,77,197
카아,42,195
사하,64,188
자나,70,175
나가,80,179
사바,70,198
바하,47,171
차자,84,162
타카,49,162
파마,77,171
마바,54,150
다카,59,141
자자,87,184
아다,61,198
카카,86,160
라다,91,151
하하,53,179
나아,61,183
아마,57,186
라나,44,183
바라,72,148
가자,66,147
나자,45,167
카파,95,197
가바,60,183
라카,44,193
아사,45,170
사가,43,186
사바,62,185
파아,97,196
아마,98,170
라타,76,191
라차,74,188
하마,81,165
사가,62,181
파차,95,198
자파,58,157
카타,77,149
가마,72,199
가아,60,197
가타,56,157
하파,82,190
다라,85,184
아나,89,153
하자,54,177
아바,77,192
라나,51,188
자아,78,176
자바,54,156
카다,55,153
